overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,False,"01 23, 2006",A2NFLHENCYAXGD,B000052WM0,Shinde Kudasai,"A friend gave me this pad before considering throwing it in the trash. After two days of having it, >I< threw it in the trash. The D-pad has got to be the worst thing about it, its a D-pad that wants to be an analog stick. So its never fast enough on oldskool games because of all its ""give."" It has the right ammount of buttons (Start, Select, L & R) but that D-pad is soooo hoakie. I'd rather have an old Turbo Touch 360's flat touch panel from my Nintendo days. Atleast those actually worked. If you want console quality but on your PC, don't bother with flimsy copycat PC gamepads because they ALL suck. Get a Lik-Sang adapter and you can use PS1&2 pads on your PC! Download Joy2Key and you'll have awesome Keyboard and Mouse mapping software just like any Saitek or Logitech pad.",This is garbage.,1137974400,,,
1.0,False,"04 6, 2014",A109IF09XK3YNQ,B0081Q58AW,Jeffy,"I've been playing since early release. I purchased the game via digital download directly from Bethesda.

(---) It's absolutely bug infested, riddled with quest and progress breaking bugs. I have had to re-log in order to force portions of quests to function approximately 20% of the time. Game breaking bugs made the first dungeon incapable of being finished. I have fallen through the world and been unable to play again until after the servers were taken down for maintenance. Several other times I fell through the world, was forced to re-log, then had to wait 10-15 minutes before I could control my character again. I've lost levels to random ""rollbacks"" - in which the client experiences an error and crashes, and when you log back on you've lost your past hour of progress. I've been killed instantly by terrain, become trapped in rocks or walls or grass, been shot into the sky by passing NPCs......this is disgraceful. I have beta tested many games, played many MMOs at launch, and never, ever, have I seen a game so incredibly unfinished. I am not being hyperbolic at all when I state that this game is still in alpha, and it is a shame that Bethesda is charging money for it

(-) Controller support is absent, and the general keyboard & mouse controls are awkward. It plays very similar to Skyrim but with subtle differences to accommodate for the fact that it's a MMO. Sadly these subtle differences don't translate well.

(+/-) Presentation is generally strong, but suffers from some incredibly low res textures throughout, alongside some awful voice acting and animation. Most of it is good, but the poor parts are truly terrible and jarring

(+) A huge world full of memorable content, on and off the beaten path. It makes Skyrim seem downright tiny in comparison

(+/-) Deep and layered character customization (regarding skills, not aesthetics) that translates pretty well to combat and general gameplay, offset by the awkward controls and some pre-beta level tuning

(-) User interface, crafting, inventory, it's all a mixed bag of poor, dated design elements and mechanisms. It is so awful it deserves its own bullet point. The basic bag and banking systems, common to MMOs and refined over the years, is like something out of a nightmare in 2003

(-) Stability is abysmal. Lag is common. Interactions not working. Group members appearing offline when they're in front of you. Guild functions not working for days. Dropped packets. Etc, etc, etc. It's like some tiny fly-by-night company is running this thing. It's sad

(-) Aggressively drab and uninspired character and gear design. This applies to not just gear, like armor and weapons, but also spells and abilities and class distinctions. I don't expect the players in an Elder Scroll game to resemble blinking neon signs like they do in other games (WoW), but man, even the best gear one could acquire in this game is just plain and boring. A magical healer looks the same as a plate-wearing tank.","Bug ridden, incomplete, dated mess of a MMO that is worse than most free games",1396742400,32,{'Format:': ' Video Game'},
1.0,True,"01 2, 2014",A2IVT0S1DL5I6B,B00GXHIL28,S Raynor,Wish Amazon execs would force steam to make it easier. Passed up some other deals since i bought this code.,Still cant get program downloaded and installed,1388620800,,{'Platform:': ' PC Online Game Code'},
1.0,False,"04 21, 2013",A2FF338X6FFU21,B004X56PWK,Nic,"A shame to the PS3.  You'd think that since it's a PS3 game, it would have more than three missions, and I mean three 3-minute 2d super-duper-lame courses.  Sonic is my hero, but this game just plain sucks.  Waste of money",woooooooooooooooow  ):,1366502400,2,{'Format:': ' Video Game'},
1.0,False,"04 11, 2015",A1T5LFCPKAGSW8,B00CX6XKK6,Wrestler220,"The campaign had a very weak storyline and they tried to make up for that with big explosions and wars. The multiplayer was so bad I don't even know where to begin. The kill time was offal, the guns were offal and the maps were embarrassingly bad. Extinction mode was just completely idiotic and had no place in this franchise. Wow. This was a bad game.",Worst call of duty ever,1428710400,,{'Format:': ' Video Game'},
1.0,True,"11 14, 2013",A29A03Y3NQ40L5,B002I0K6Q8,Mike,dont wast your time if your a tekken player... you won't enjoy the conversion of your characters in this game and they look ugly in sf4 graphics...,dont wast your time if your a tekken player... you won't enjoy the conversion of your characters in this game and they look ugly,1384387200,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
1.0,False,"05 1, 2010",A178PFVDQWSKZC,B000U88T28,Colton J. Weingarden,"I think my title to play. My internet connection here has been shoddy because of recent power outages from a storm. No game for me. Can't play for long because I get disconnected momentarily and nothing... not to mention UBI fail servers.
Frustration for many gamers such as myself hope that UBI's way of protecting their games goes away. I know I rather support other companies that don't support such methods.",Ubi Fail. I feel like this game is for rent/ if their servers allow you to play.,1272672000,13,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
1.0,True,"07 20, 2013",A1YTQUIFXD5LG1,B0012N746W,Mistyblades,"The shipping and everything was quick! No complaints there! However.. this game...
I bought the most recent TR game (2013) basically launch date. I loved it! No problem to go back and keep playing. I figured id order a diff one and have something else to work on.. Not so much!
I cant stand this game! Its so frustrating! The controls are so jerky. I cant figure ANYTHING out! Ill pass and trade it in...",Disappointed,1374278400,2,{'Format:': ' Video Game'},
1.0,True,"10 25, 2014",A2P3Q0R2V2D1DN,B00005B4AS,threescompany,Had to return the disc said not located on my computer but i like trains.,... disc said not located on my computer but i like trains.,1414195200,,{'Edition:': ' Standard'},
1.0,False,"08 4, 2008",A2QBWGSOLMX7QJ,B000TPTCR8,Anthony Talarico Jr.,I bought this game thinking it was going to be fun..I was wrong. The gameplay was terrible and it was a waste of money. Stick with wii sports bowling its the only good bowling game for wii.,Save Your Money,1217808000,,{'Platform:': ' Nintendo Wii'},
1.0,False,"08 12, 2012",A1MTDQ4GY2SQCU,B00178630A,Leon,"I'm not even gonna waste my time writing a review for this piece of zhit of a game. It's a completely revamped game copying ""some"" of the elements of diablo 2 and alter it to make the game ""innovative"". Well innovative my ass, the only innovation blizzard did was masterfully lure players to pay 60$ with their humongous chain of ads, and included that idiotic RMAH to get more money. Thank God that RMAH actually ruined the game so I don't have to vitch and vitch since the game will slowly die by itself.

End-game is non existent, except you want to sit all day developing some cool ways to invent a new macro that will allow you to grind repetitively by using one button (and its bannable too apparently). Ironic isn't it, they designed the game to be repetitive, yet when we make our lives easier they have every right to pull the plug.

Blizzard will never be the same company they used to be during the diablo 2 days. They're here, they're big, they're cool and their goal is to rip you off selling zhit that you won't touch for the rest of your life. Read the comments with 1-3 star, trust me I didn't believe the game was such a failure either until I tried it myself.

Played diablo 2 for 7 years and quit for dota. Played diablo 3 for 2 months, quit after realizing wtf have these morons developed for 6 years??","well blizz, you have hired the most idiotic team to design this game",1344729600,13,{'Format:': ' Computer Game'},
